,0,1,2,3,4,5
0,17.700040130,10.0.0.10,10.0.0.17,UDP,1042,46076 → 43355 Len=1000
1,17.700174034,10.0.0.4,10.0.0.15,UDP,1042,58638 → 43355 Len=1000
2,17.700752433,10.0.0.5,10.0.0.14,UDP,1042,60504 → 43355 Len=1000
3,17.700777761,10.0.0.9,10.0.0.17,UDP,1042,55964 → 43355 Len=1000
4,17.700869370,10.0.0.7,10.0.0.16,UDP,1042,41000 → 43355 Len=1000
5,17.701209749,10.0.0.3,10.0.0.12,UDP,1042,59428 → 43355 Len=1000
6,17.701491849,10.0.0.8,10.0.0.13,UDP,1042,45229 → 43355 Len=1000
7,17.701607496,10.0.0.10,10.0.0.14,UDP,1042,46076 → 43355 Len=1000
8,17.701630601,10.0.0.1,10.0.0.17,UDP,1042,46139 → 43355 Len=1000
9,17.701954190,10.0.0.2,10.0.0.20,UDP,1042,39177 → 43355 Len=1000
10,17.702109363,10.0.0.6,10.0.0.11,UDP,1042,41823 → 43355 Len=1000
11,17.702626329,10.0.0.9,10.0.0.13,UDP,1042,55964 → 43355 Len=1000
12,17.702866475,10.0.0.7,10.0.0.11,UDP,1042,41000 → 43355 Len=1000
13,17.703237845,10.0.0.2,10.0.0.16,UDP,1042,39177 → 43355 Len=1000
14,17.703261924,10.0.0.4,10.0.0.12,UDP,1042,58638 → 43355 Len=1000
15,17.703423793,10.0.0.3,10.0.0.18,UDP,1042,59428 → 43355 Len=1000
16,17.703580654,10.0.0.5,10.0.0.16,UDP,1042,60504 → 43355 Len=1000
17,17.703811287,10.0.0.1,10.0.0.11,UDP,1042,46139 → 43355 Len=1000
18,17.704476506,10.0.0.8,10.0.0.14,UDP,1042,45229 → 43355 Len=1000
19,17.704499092,10.0.0.4,10.0.0.11,UDP,1042,58638 → 43355 Len=1000
20,17.704515970,10.0.0.10,10.0.0.15,UDP,1042,46076 → 43355 Len=1000
21,17.704667696,10.0.0.6,10.0.0.17,UDP,1042,41823 → 43355 Len=1000
22,17.704688331,10.0.0.9,10.0.0.11,UDP,1042,55964 → 43355 Len=1000
23,17.704796289,10.0.0.7,10.0.0.16,UDP,1042,41000 → 43355 Len=1000
24,17.705284724,10.0.0.2,10.0.0.12,UDP,1042,39177 → 43355 Len=1000
25,17.705444470,10.0.0.1,10.0.0.17,UDP,1042,46139 → 43355 Len=1000
26,17.705465453,10.0.0.3,10.0.0.13,UDP,1042,59428 → 43355 Len=1000
27,17.705605439,10.0.0.5,10.0.0.19,UDP,1042,60504 → 43355 Len=1000
28,17.705744130,10.0.0.10,10.0.0.19,UDP,1042,46076 → 43355 Len=1000
29,17.707002055,10.0.0.10,10.0.0.11,UDP,1042,46076 → 43355 Len=1000
30,17.707406461,10.0.0.4,10.0.0.14,UDP,1042,58638 → 43355 Len=1000
31,17.707443747,10.0.0.8,10.0.0.15,UDP,1042,45229 → 43355 Len=1000
32,17.707462909,10.0.0.9,10.0.0.17,UDP,1042,55964 → 43355 Len=1000
33,17.707511348,10.0.0.7,10.0.0.20,UDP,1042,41000 → 43355 Len=1000
34,17.707688787,10.0.0.6,10.0.0.13,UDP,1042,41823 → 43355 Len=1000
35,17.707776678,10.0.0.5,10.0.0.15,UDP,1042,60504 → 43355 Len=1000
36,17.707960251,10.0.0.2,10.0.0.13,UDP,1042,39177 → 43355 Len=1000
37,17.708490145,10.0.0.1,10.0.0.11,UDP,1042,46139 → 43355 Len=1000
38,17.708513055,10.0.0.3,10.0.0.17,UDP,1042,59428 → 43355 Len=1000
39,17.709229458,10.0.0.8,10.0.0.19,UDP,1042,45229 → 43355 Len=1000
40,17.709250561,10.0.0.7,10.0.0.15,UDP,1042,41000 → 43355 Len=1000
41,17.709424573,10.0.0.9,10.0.0.17,UDP,1042,55964 → 43355 Len=1000
42,17.709528963,10.0.0.10,10.0.0.12,UDP,1042,46076 → 43355 Len=1000
43,17.710136207,10.0.0.6,10.0.0.13,UDP,1042,41823 → 43355 Len=1000
44,17.710516545,10.0.0.5,10.0.0.12,UDP,1042,60504 → 43355 Len=1000
45,17.710573063,10.0.0.4,10.0.0.17,UDP,1042,58638 → 43355 Len=1000
46,17.710594581,10.0.0.2,10.0.0.12,UDP,1042,39177 → 43355 Len=1000
47,17.710940405,10.0.0.3,10.0.0.18,UDP,1042,59428 → 43355 Len=1000
48,17.710969330,10.0.0.1,10.0.0.16,UDP,1042,46139 → 43355 Len=1000
49,17.711533109,10.0.0.8,10.0.0.17,UDP,1042,45229 → 43355 Len=1000
50,17.711557139,10.0.0.9,10.0.0.19,UDP,1042,55964 → 43355 Len=1000
51,17.712217847,10.0.0.10,10.0.0.11,UDP,1042,46076 → 43355 Len=1000
52,17.712342784,10.0.0.7,10.0.0.15,UDP,1042,41000 → 43355 Len=1000
53,17.712677578,10.0.0.1,10.0.0.14,UDP,1042,46139 → 43355 Len=1000
54,17.713053410,10.0.0.6,10.0.0.15,UDP,1042,41823 → 43355 Len=1000
55,17.713076687,10.0.0.5,10.0.0.18,UDP,1042,60504 → 43355 Len=1000
56,17.713095164,10.0.0.4,10.0.0.19,UDP,1042,58638 → 43355 Len=1000
57,17.713291484,10.0.0.9,10.0.0.13,UDP,1042,55964 → 43355 Len=1000
58,17.713804009,10.0.0.3,10.0.0.11,UDP,1042,59428 → 43355 Len=1000
59,17.713826118,10.0.0.2,10.0.0.19,UDP,1042,39177 → 43355 Len=1000
60,17.713844115,10.0.0.8,10.0.0.14,UDP,1042,45229 → 43355 Len=1000
61,17.714113172,10.0.0.7,10.0.0.16,UDP,1042,41000 → 43355 Len=1000
62,17.714272152,10.0.0.10,10.0.0.16,UDP,1042,46076 → 43355 Len=1000
63,17.714879857,10.0.0.5,10.0.0.19,UDP,1042,60504 → 43355 Len=1000
64,17.714907662,10.0.0.2,10.0.0.13,UDP,1042,39177 → 43355 Len=1000
