,0,1,2,3,4,5
0,9.200046312,10.0.0.5,10.0.0.11,UDP,1042,44705 → 43355 Len=1000
1,9.200088191,10.0.0.6,10.0.0.20,UDP,1042,46356 → 43355 Len=1000
2,9.200472911,10.0.0.7,10.0.0.20,UDP,1042,41660 → 43355 Len=1000
3,9.200647163,10.0.0.4,10.0.0.11,UDP,1042,58993 → 43355 Len=1000
4,9.200849078,10.0.0.3,10.0.0.11,UDP,1042,45529 → 43355 Len=1000
5,9.201672656,10.0.0.2,10.0.0.11,UDP,1042,43511 → 43355 Len=1000
6,9.201752638,10.0.0.10,10.0.0.20,UDP,1042,43397 → 43355 Len=1000
7,9.201796547,10.0.0.8,10.0.0.20,UDP,1042,34875 → 43355 Len=1000
8,9.201800517,10.0.0.6,10.0.0.20,UDP,1042,46356 → 43355 Len=1000
9,9.202028749,10.0.0.9,10.0.0.20,UDP,1042,52195 → 43355 Len=1000
10,9.202099025,10.0.0.3,10.0.0.11,UDP,1042,45529 → 43355 Len=1000
11,9.202556389,10.0.0.1,10.0.0.11,UDP,1042,39606 → 43355 Len=1000
12,9.202606276,10.0.0.5,10.0.0.11,UDP,1042,44705 → 43355 Len=1000
13,9.202871769,10.0.0.2,10.0.0.11,UDP,1042,43511 → 43355 Len=1000
14,9.202921984,10.0.0.8,10.0.0.20,UDP,1042,34875 → 43355 Len=1000
15,9.202971315,10.0.0.4,10.0.0.11,UDP,1042,58993 → 43355 Len=1000
16,9.203288761,10.0.0.9,10.0.0.20,UDP,1042,52195 → 43355 Len=1000
17,9.203503318,10.0.0.7,10.0.0.20,UDP,1042,41660 → 43355 Len=1000
18,9.203785282,10.0.0.1,10.0.0.11,UDP,1042,39606 → 43355 Len=1000
19,9.203844475,10.0.0.10,10.0.0.20,UDP,1042,43397 → 43355 Len=1000
20,9.204093089,10.0.0.3,10.0.0.11,UDP,1042,45529 → 43355 Len=1000
21,9.204279802,10.0.0.8,10.0.0.20,UDP,1042,34875 → 43355 Len=1000
22,9.204356953,10.0.0.6,10.0.0.20,UDP,1042,46356 → 43355 Len=1000
23,9.204401226,10.0.0.4,10.0.0.11,UDP,1042,58993 → 43355 Len=1000
24,9.205089861,10.0.0.1,10.0.0.11,UDP,1042,39606 → 43355 Len=1000
25,9.205400486,10.0.0.5,10.0.0.11,UDP,1042,44705 → 43355 Len=1000
26,9.205577035,10.0.0.6,10.0.0.20,UDP,1042,46356 → 43355 Len=1000
27,9.205738619,10.0.0.7,10.0.0.20,UDP,1042,41660 → 43355 Len=1000
28,9.205916825,10.0.0.2,10.0.0.11,UDP,1042,43511 → 43355 Len=1000
29,9.206047561,10.0.0.3,10.0.0.11,UDP,1042,45529 → 43355 Len=1000
30,9.206207473,10.0.0.9,10.0.0.20,UDP,1042,52195 → 43355 Len=1000
31,9.206388219,10.0.0.10,10.0.0.20,UDP,1042,43397 → 43355 Len=1000
32,9.206487950,10.0.0.4,10.0.0.11,UDP,1042,58993 → 43355 Len=1000
33,9.207338929,10.0.0.8,10.0.0.20,UDP,1042,34875 → 43355 Len=1000
34,9.207433483,10.0.0.6,10.0.0.20,UDP,1042,46356 → 43355 Len=1000
35,9.207752423,10.0.0.2,10.0.0.11,UDP,1042,43511 → 43355 Len=1000
36,9.207762969,10.0.0.5,10.0.0.11,UDP,1042,44705 → 43355 Len=1000
37,9.207871965,10.0.0.7,10.0.0.20,UDP,1042,41660 → 43355 Len=1000
38,9.208130163,10.0.0.1,10.0.0.11,UDP,1042,39606 → 43355 Len=1000
39,9.208381037,10.0.0.3,10.0.0.11,UDP,1042,45529 → 43355 Len=1000
40,9.208440839,10.0.0.10,10.0.0.20,UDP,1042,43397 → 43355 Len=1000
41,9.208470856,10.0.0.4,10.0.0.11,UDP,1042,58993 → 43355 Len=1000
42,9.209219383,10.0.0.9,10.0.0.20,UDP,1042,52195 → 43355 Len=1000
43,9.209266368,10.0.0.8,10.0.0.20,UDP,1042,34875 → 43355 Len=1000
44,9.209894717,10.0.0.6,10.0.0.20,UDP,1042,46356 → 43355 Len=1000
45,9.210012845,10.0.0.7,10.0.0.20,UDP,1042,41660 → 43355 Len=1000
46,9.210034924,10.0.0.10,10.0.0.20,UDP,1042,43397 → 43355 Len=1000
47,9.210340847,10.0.0.2,10.0.0.11,UDP,1042,43511 → 43355 Len=1000
48,9.210442495,10.0.0.8,10.0.0.20,UDP,1042,34875 → 43355 Len=1000
