,0,1,2,3,4,5,6
0,173,0.130655082,10.0.0.7,10.0.0.18,UDP,1042,41126 → 43355 Len=1000
1,174,0.130725228,10.0.0.7,10.0.0.18,UDP,1042,41126 → 43355 Len=1000
2,175,0.130763848,10.0.0.7,10.0.0.18,UDP,1042,41126 → 43355 Len=1000
3,176,0.130801800,10.0.0.7,10.0.0.18,UDP,1042,41126 → 43355 Len=1000
4,177,0.130849091,10.0.0.7,10.0.0.18,UDP,1042,41126 → 43355 Len=1000
5,178,0.130889636,10.0.0.7,10.0.0.18,UDP,1042,41126 → 43355 Len=1000
6,179,0.130928059,10.0.0.7,10.0.0.18,UDP,1042,41126 → 43355 Len=1000
7,183,0.131187975,10.0.0.7,10.0.0.16,UDP,1042,41126 → 43355 Len=1000
8,184,0.131258735,10.0.0.7,10.0.0.16,UDP,1042,41126 → 43355 Len=1000
9,185,0.131297362,10.0.0.7,10.0.0.16,UDP,1042,41126 → 43355 Len=1000
10,186,0.131362418,10.0.0.7,10.0.0.16,UDP,1042,41126 → 43355 Len=1000
11,215,0.139633241,10.0.0.7,10.0.0.16,UDP,1042,41126 → 43355 Len=1000
12,237,0.141936010,10.0.0.7,10.0.0.20,UDP,1042,41126 → 43355 Len=1000
13,238,0.142005279,10.0.0.7,10.0.0.20,UDP,1042,41126 → 43355 Len=1000
14,255,0.149131458,10.0.0.7,10.0.0.18,UDP,1042,41126 → 43355 Len=1000
15,259,0.149446977,10.0.0.7,10.0.0.20,UDP,1042,41126 → 43355 Len=1000
16,278,0.151459268,10.0.0.7,10.0.0.16,UDP,1042,41126 → 43355 Len=1000
17,300,0.159026992,10.0.0.7,10.0.0.19,UDP,1042,41126 → 43355 Len=1000
18,301,0.159104388,10.0.0.7,10.0.0.19,UDP,1042,41126 → 43355 Len=1000
19,302,0.159140590,10.0.0.7,10.0.0.19,UDP,1042,41126 → 43355 Len=1000
20,303,0.159175119,10.0.0.7,10.0.0.19,UDP,1042,41126 → 43355 Len=1000
21,304,0.159243335,10.0.0.7,10.0.0.19,UDP,1042,41126 → 43355 Len=1000
22,383,0.175615433,10.0.0.7,10.0.0.16,UDP,1042,41126 → 43355 Len=1000
23,393,0.179165795,10.0.0.7,10.0.0.19,UDP,1042,41126 → 43355 Len=1000
24,424,0.186255995,10.0.0.7,10.0.0.20,UDP,1042,41126 → 43355 Len=1000
25,444,0.188191799,10.0.0.7,10.0.0.20,UDP,1042,41126 → 43355 Len=1000
26,463,0.192116325,10.0.0.7,10.0.0.16,UDP,1042,41126 → 43355 Len=1000
27,484,0.196663109,10.0.0.7,10.0.0.18,UDP,1042,41126 → 43355 Len=1000
28,551,0.204705139,10.0.0.7,10.0.0.16,UDP,1042,41126 → 43355 Len=1000
29,556,0.204912191,10.0.0.8,10.0.0.17,UDP,774,45397 → 28866 Len=732
30,562,0.206581110,10.0.0.7,10.0.0.19,UDP,1042,41126 → 43355 Len=1000
31,609,0.211428698,10.0.0.7,10.0.0.18,UDP,1042,41126 → 43355 Len=1000
32,611,0.211551384,10.0.0.10,10.0.0.19,UDP,974,37053 → 28866 Len=932
33,658,0.217602855,10.0.0.10,10.0.0.19,UDP,724,37053 → 28866 Len=682
34,675,0.218796967,10.0.0.7,10.0.0.19,UDP,1042,41126 → 43355 Len=1000
35,724,0.224731570,10.0.0.10,10.0.0.20,UDP,167,37053 → 28866 Len=125
36,730,0.224986339,10.0.0.7,10.0.0.20,UDP,1042,41126 → 43355 Len=1000
37,782,0.228758431,10.0.0.7,10.0.0.18,UDP,1042,41126 → 43355 Len=1000
38,788,0.230594182,10.0.0.7,10.0.0.17,UDP,1042,41126 → 43355 Len=1000
39,789,0.230643364,10.0.0.7,10.0.0.17,UDP,1042,41126 → 43355 Len=1000
40,790,0.230672474,10.0.0.7,10.0.0.17,UDP,1042,41126 → 43355 Len=1000
41,793,0.231120798,10.0.0.7,10.0.0.20,UDP,1042,41126 → 43355 Len=1000
42,841,0.236988223,10.0.0.8,10.0.0.17,UDP,510,45397 → 28866 Len=468
43,852,0.239374141,10.0.0.7,10.0.0.18,UDP,1042,41126 → 43355 Len=1000
44,858,0.240339904,10.0.0.10,10.0.0.19,UDP,434,37053 → 28866 Len=392
45,862,0.240836826,10.0.0.7,10.0.0.19,UDP,1042,41126 → 43355 Len=1000
46,907,0.245377010,10.0.0.7,10.0.0.19,UDP,1042,41126 → 43355 Len=1000
47,923,0.246801034,10.0.0.9,10.0.0.18,UDP,42,55878 → 28866 Len=0
48,924,0.246848428,10.0.0.9,10.0.0.18,UDP,467,55878 → 28866 Len=425
49,942,0.247995939,10.0.0.7,10.0.0.20,UDP,1042,41126 → 43355 Len=1000
50,966,0.251720004,10.0.0.8,10.0.0.19,UDP,893,45397 → 28866 Len=851
51,978,0.253103921,10.0.0.7,10.0.0.19,UDP,1042,41126 → 43355 Len=1000
52,1007,0.255707164,10.0.0.7,10.0.0.20,UDP,1042,41126 → 43355 Len=1000
53,1010,0.255848881,10.0.0.9,10.0.0.20,UDP,480,55878 → 28866 Len=438
54,1012,0.255964355,10.0.0.10,10.0.0.18,UDP,730,37053 → 28866 Len=688
55,1020,0.257018201,10.0.0.7,10.0.0.19,UDP,1042,41126 → 43355 Len=1000
56,1041,0.260241687,10.0.0.10,10.0.0.17,UDP,518,37053 → 28866 Len=476
57,1045,0.260462975,10.0.0.8,10.0.0.18,UDP,972,45397 → 28866 Len=930
58,1050,0.261129224,10.0.0.9,10.0.0.17,UDP,544,55878 → 28866 Len=502
59,1061,0.264655602,10.0.0.8,10.0.0.17,UDP,122,45397 → 28866 Len=80
60,1087,0.270583065,10.0.0.7,10.0.0.17,UDP,1042,41126 → 43355 Len=1000
61,1097,0.272054065,10.0.0.7,10.0.0.19,UDP,1042,41126 → 43355 Len=1000
62,1112,0.274066466,10.0.0.7,10.0.0.18,UDP,1042,41126 → 43355 Len=1000
