,0,1,2,3,4,5,6
0,109,0.104317730,10.0.0.1,10.0.0.16,UDP,1042,36309 → 43355 Len=1000
1,110,0.104635553,10.0.0.1,10.0.0.16,UDP,1042,36309 → 43355 Len=1000
2,111,0.104676370,10.0.0.1,10.0.0.16,UDP,1042,36309 → 43355 Len=1000
3,112,0.104715095,10.0.0.1,10.0.0.16,UDP,1042,36309 → 43355 Len=1000
4,124,0.118780306,10.0.0.1,10.0.0.16,UDP,1042,36309 → 43355 Len=1000
5,125,0.118900833,10.0.0.1,10.0.0.15,UDP,1042,36309 → 43355 Len=1000
6,126,0.118999638,10.0.0.1,10.0.0.15,UDP,1042,36309 → 43355 Len=1000
7,127,0.119041480,10.0.0.1,10.0.0.15,UDP,1042,36309 → 43355 Len=1000
8,128,0.119080788,10.0.0.1,10.0.0.15,UDP,1042,36309 → 43355 Len=1000
9,137,0.119648330,10.0.0.1,10.0.0.19,UDP,1042,36309 → 43355 Len=1000
10,138,0.119747222,10.0.0.1,10.0.0.19,UDP,1042,36309 → 43355 Len=1000
11,167,0.130205025,10.0.0.1,10.0.0.19,UDP,1042,36309 → 43355 Len=1000
12,168,0.130257391,10.0.0.1,10.0.0.19,UDP,1042,36309 → 43355 Len=1000
13,169,0.130299154,10.0.0.1,10.0.0.15,UDP,1042,36309 → 43355 Len=1000
14,187,0.131408499,10.0.0.1,10.0.0.20,UDP,1042,36309 → 43355 Len=1000
15,188,0.131478681,10.0.0.1,10.0.0.20,UDP,1042,36309 → 43355 Len=1000
16,189,0.131517460,10.0.0.1,10.0.0.20,UDP,1042,36309 → 43355 Len=1000
17,190,0.131555740,10.0.0.1,10.0.0.20,UDP,1042,36309 → 43355 Len=1000
18,191,0.131596299,10.0.0.3,10.0.0.15,UDP,1042,54391 → 43355 Len=1000
19,210,0.135059011,10.0.0.3,10.0.0.15,UDP,1042,54391 → 43355 Len=1000
20,212,0.135861030,10.0.0.1,10.0.0.15,UDP,1042,36309 → 43355 Len=1000
21,213,0.136982790,10.0.0.1,10.0.0.20,UDP,1042,36309 → 43355 Len=1000
22,214,0.138164752,10.0.0.1,10.0.0.16,UDP,1042,36309 → 43355 Len=1000
23,216,0.140174962,10.0.0.3,10.0.0.15,UDP,1042,54391 → 43355 Len=1000
24,217,0.140227118,10.0.0.3,10.0.0.15,UDP,1042,54391 → 43355 Len=1000
25,218,0.140267635,10.0.0.3,10.0.0.15,UDP,1042,54391 → 43355 Len=1000
26,219,0.140319990,10.0.0.3,10.0.0.16,UDP,1042,54391 → 43355 Len=1000
27,220,0.140774236,10.0.0.1,10.0.0.15,UDP,1042,36309 → 43355 Len=1000
28,221,0.140872007,10.0.0.3,10.0.0.16,UDP,1042,54391 → 43355 Len=1000
29,222,0.141062009,10.0.0.3,10.0.0.16,UDP,1042,54391 → 43355 Len=1000
30,242,0.143890005,10.0.0.1,10.0.0.15,UDP,1042,36309 → 43355 Len=1000
31,245,0.146176761,10.0.0.1,10.0.0.19,UDP,1042,36309 → 43355 Len=1000
32,260,0.149486968,10.0.0.1,10.0.0.20,UDP,1042,36309 → 43355 Len=1000
33,261,0.149526001,10.0.0.3,10.0.0.15,UDP,1042,54391 → 43355 Len=1000
34,265,0.149671069,10.0.0.3,10.0.0.15,UDP,1042,54391 → 43355 Len=1000
35,266,0.149711053,10.0.0.3,10.0.0.17,UDP,1042,54391 → 43355 Len=1000
36,267,0.149779723,10.0.0.3,10.0.0.17,UDP,1042,54391 → 43355 Len=1000
37,268,0.149818120,10.0.0.3,10.0.0.17,UDP,1042,54391 → 43355 Len=1000
38,269,0.149856712,10.0.0.3,10.0.0.17,UDP,1042,54391 → 43355 Len=1000
39,270,0.149895041,10.0.0.3,10.0.0.17,UDP,1042,54391 → 43355 Len=1000
40,297,0.155545275,10.0.0.1,10.0.0.16,UDP,1042,36309 → 43355 Len=1000
41,307,0.160102502,10.0.0.1,10.0.0.20,UDP,1042,36309 → 43355 Len=1000
42,308,0.160194650,10.0.0.3,10.0.0.16,UDP,1042,54391 → 43355 Len=1000
43,311,0.161740383,10.0.0.1,10.0.0.16,UDP,1042,36309 → 43355 Len=1000
44,319,0.165488622,10.0.0.2,10.0.0.18,UDP,1042,60665 → 43355 Len=1000
45,320,0.165547411,10.0.0.2,10.0.0.18,UDP,1042,60665 → 43355 Len=1000
46,321,0.165608253,10.0.0.2,10.0.0.18,UDP,1042,60665 → 43355 Len=1000
47,322,0.165647145,10.0.0.2,10.0.0.18,UDP,1042,60665 → 43355 Len=1000
48,323,0.165682034,10.0.0.2,10.0.0.18,UDP,1042,60665 → 43355 Len=1000
49,324,0.165716591,10.0.0.2,10.0.0.18,UDP,1042,60665 → 43355 Len=1000
50,325,0.165751460,10.0.0.1,10.0.0.19,UDP,1042,36309 → 43355 Len=1000
51,326,0.165776587,10.0.0.1,10.0.0.17,UDP,1042,36309 → 43355 Len=1000
52,327,0.165834777,10.0.0.1,10.0.0.17,UDP,1042,36309 → 43355 Len=1000
53,328,0.165869604,10.0.0.1,10.0.0.17,UDP,1042,36309 → 43355 Len=1000
54,334,0.166107912,10.0.0.2,10.0.0.16,UDP,1042,60665 → 43355 Len=1000
55,335,0.166164043,10.0.0.2,10.0.0.16,UDP,1042,60665 → 43355 Len=1000
56,339,0.166358381,10.0.0.1,10.0.0.19,UDP,1042,36309 → 43355 Len=1000
57,345,0.167238899,10.0.0.1,10.0.0.16,UDP,1042,36309 → 43355 Len=1000
58,367,0.168476609,10.0.0.1,10.0.0.20,UDP,1042,36309 → 43355 Len=1000
59,368,0.170005238,10.0.0.1,10.0.0.16,UDP,1042,36309 → 43355 Len=1000
60,369,0.170048895,10.0.0.2,10.0.0.18,UDP,1042,60665 → 43355 Len=1000
61,372,0.170978211,10.0.0.3,10.0.0.17,UDP,1042,54391 → 43355 Len=1000
62,373,0.171620778,10.0.0.2,10.0.0.16,UDP,1042,60665 → 43355 Len=1000
63,374,0.172486772,10.0.0.1,10.0.0.20,UDP,1042,36309 → 43355 Len=1000
64,380,0.173914862,10.0.0.2,10.0.0.16,UDP,1042,60665 → 43355 Len=1000
65,387,0.178053283,10.0.0.3,10.0.0.16,UDP,1042,54391 → 43355 Len=1000
66,394,0.179201214,10.0.0.1,10.0.0.20,UDP,1042,36309 → 43355 Len=1000
67,397,0.179296148,10.0.0.3,10.0.0.17,UDP,1042,54391 → 43355 Len=1000
68,412,0.184572094,10.0.0.1,10.0.0.17,UDP,1042,36309 → 43355 Len=1000
69,413,0.185408875,10.0.0.3,10.0.0.16,UDP,1042,54391 → 43355 Len=1000
70,415,0.185968976,10.0.0.1,10.0.0.20,UDP,1042,36309 → 43355 Len=1000
71,422,0.186203431,10.0.0.2,10.0.0.18,UDP,1042,60665 → 43355 Len=1000
72,423,0.186238836,10.0.0.3,10.0.0.16,UDP,1042,54391 → 43355 Len=1000
73,425,0.186310427,10.0.0.3,10.0.0.17,UDP,1042,54391 → 43355 Len=1000
74,431,0.186942537,10.0.0.2,10.0.0.18,UDP,1042,60665 → 43355 Len=1000
75,436,0.187261980,10.0.0.1,10.0.0.19,UDP,1042,36309 → 43355 Len=1000
76,455,0.190972340,10.0.0.2,10.0.0.18,UDP,1042,60665 → 43355 Len=1000
77,456,0.191014495,10.0.0.1,10.0.0.17,UDP,1042,36309 → 43355 Len=1000
78,458,0.191099893,10.0.0.1,10.0.0.17,UDP,1042,36309 → 43355 Len=1000
79,459,0.191134637,10.0.0.1,10.0.0.17,UDP,1042,36309 → 43355 Len=1000
80,468,0.194880612,10.0.0.1,10.0.0.20,UDP,1042,36309 → 43355 Len=1000
81,470,0.195356981,10.0.0.3,10.0.0.16,UDP,1042,54391 → 43355 Len=1000
82,501,0.198053181,10.0.0.5,10.0.0.19,UDP,1042,58352 → 43355 Len=1000
83,505,0.199254812,10.0.0.5,10.0.0.19,UDP,1042,58352 → 43355 Len=1000
84,506,0.199294556,10.0.0.5,10.0.0.19,UDP,1042,58352 → 43355 Len=1000
85,507,0.199329904,10.0.0.5,10.0.0.19,UDP,1042,58352 → 43355 Len=1000
86,508,0.199364676,10.0.0.5,10.0.0.19,UDP,1042,58352 → 43355 Len=1000
87,509,0.199399729,10.0.0.5,10.0.0.19,UDP,1042,58352 → 43355 Len=1000
88,510,0.199435729,10.0.0.2,10.0.0.17,UDP,1042,60665 → 43355 Len=1000
89,511,0.199493059,10.0.0.2,10.0.0.17,UDP,1042,60665 → 43355 Len=1000
90,514,0.199802982,10.0.0.2,10.0.0.18,UDP,1042,60665 → 43355 Len=1000
91,518,0.201214469,10.0.0.3,10.0.0.16,UDP,1042,54391 → 43355 Len=1000
92,526,0.202801833,10.0.0.2,10.0.0.17,UDP,1042,60665 → 43355 Len=1000
93,527,0.202840108,10.0.0.2,10.0.0.17,UDP,1042,60665 → 43355 Len=1000
94,529,0.202910801,10.0.0.2,10.0.0.17,UDP,1042,60665 → 43355 Len=1000
95,530,0.202946254,10.0.0.2,10.0.0.17,UDP,1042,60665 → 43355 Len=1000
96,531,0.202976069,10.0.0.2,10.0.0.17,UDP,1042,60665 → 43355 Len=1000
97,532,0.203007411,10.0.0.5,10.0.0.17,UDP,1042,58352 → 43355 Len=1000
98,533,0.203062232,10.0.0.5,10.0.0.17,UDP,1042,58352 → 43355 Len=1000
99,534,0.203092059,10.0.0.5,10.0.0.17,UDP,1042,58352 → 43355 Len=1000
100,535,0.203122006,10.0.0.5,10.0.0.17,UDP,1042,58352 → 43355 Len=1000
101,536,0.203151312,10.0.0.5,10.0.0.17,UDP,1042,58352 → 43355 Len=1000
102,537,0.203180648,10.0.0.5,10.0.0.17,UDP,1042,58352 → 43355 Len=1000
103,538,0.203220622,10.0.0.1,10.0.0.16,UDP,1042,36309 → 43355 Len=1000
104,539,0.203248207,10.0.0.5,10.0.0.17,UDP,1042,58352 → 43355 Len=1000
105,546,0.204413715,10.0.0.6,10.0.0.19,UDP,1042,50921 → 43355 Len=1000
106,547,0.204494864,10.0.0.6,10.0.0.19,UDP,1042,50921 → 43355 Len=1000
107,548,0.204535896,10.0.0.6,10.0.0.19,UDP,1042,50921 → 43355 Len=1000
108,549,0.204575653,10.0.0.6,10.0.0.19,UDP,1042,50921 → 43355 Len=1000
109,550,0.204670022,10.0.0.6,10.0.0.19,UDP,1042,50921 → 43355 Len=1000
110,552,0.204748964,10.0.0.6,10.0.0.19,UDP,1042,50921 → 43355 Len=1000
111,553,0.204791697,10.0.0.6,10.0.0.19,UDP,1042,50921 → 43355 Len=1000
112,555,0.204869292,10.0.0.6,10.0.0.19,UDP,1042,50921 → 43355 Len=1000
113,557,0.205893397,10.0.0.3,10.0.0.17,UDP,1042,54391 → 43355 Len=1000
114,558,0.206208234,10.0.0.5,10.0.0.17,UDP,1042,58352 → 43355 Len=1000
115,577,0.208267093,10.0.0.5,10.0.0.18,UDP,1042,58352 → 43355 Len=1000
116,578,0.208361309,10.0.0.5,10.0.0.18,UDP,1042,58352 → 43355 Len=1000
117,579,0.208394844,10.0.0.5,10.0.0.18,UDP,1042,58352 → 43355 Len=1000
118,580,0.208462909,10.0.0.5,10.0.0.18,UDP,1042,58352 → 43355 Len=1000
119,581,0.208494664,10.0.0.5,10.0.0.18,UDP,1042,58352 → 43355 Len=1000
120,582,0.208525087,10.0.0.5,10.0.0.18,UDP,1042,58352 → 43355 Len=1000
121,583,0.208554121,10.0.0.5,10.0.0.18,UDP,1042,58352 → 43355 Len=1000
122,584,0.208582774,10.0.0.5,10.0.0.18,UDP,1042,58352 → 43355 Len=1000
123,585,0.208613154,10.0.0.6,10.0.0.18,UDP,1042,50921 → 43355 Len=1000
124,586,0.208664233,10.0.0.6,10.0.0.18,UDP,1042,50921 → 43355 Len=1000
125,587,0.208693418,10.0.0.6,10.0.0.18,UDP,1042,50921 → 43355 Len=1000
126,588,0.208722586,10.0.0.6,10.0.0.18,UDP,1042,50921 → 43355 Len=1000
127,589,0.208786944,10.0.0.6,10.0.0.18,UDP,1042,50921 → 43355 Len=1000
128,590,0.208820095,10.0.0.4,10.0.0.17,UDP,1042,57981 → 43355 Len=1000
129,592,0.209367666,10.0.0.4,10.0.0.17,UDP,1042,57981 → 43355 Len=1000
130,593,0.209409205,10.0.0.4,10.0.0.17,UDP,1042,57981 → 43355 Len=1000
131,594,0.209448635,10.0.0.4,10.0.0.17,UDP,1042,57981 → 43355 Len=1000
132,595,0.209488151,10.0.0.4,10.0.0.17,UDP,1042,57981 → 43355 Len=1000
133,596,0.209527757,10.0.0.4,10.0.0.17,UDP,1042,57981 → 43355 Len=1000
134,597,0.209567337,10.0.0.4,10.0.0.17,UDP,1042,57981 → 43355 Len=1000
135,598,0.209606270,10.0.0.4,10.0.0.17,UDP,1042,57981 → 43355 Len=1000
136,599,0.209647167,10.0.0.1,10.0.0.20,UDP,1042,36309 → 43355 Len=1000
137,600,0.209688563,10.0.0.4,10.0.0.17,UDP,1042,57981 → 43355 Len=1000
138,601,0.209732277,10.0.0.2,10.0.0.19,UDP,1042,60665 → 43355 Len=1000
139,602,0.209805177,10.0.0.6,10.0.0.18,UDP,1042,50921 → 43355 Len=1000
140,603,0.209861726,10.0.0.2,10.0.0.19,UDP,1042,60665 → 43355 Len=1000
141,604,0.209901677,10.0.0.2,10.0.0.19,UDP,1042,60665 → 43355 Len=1000
142,605,0.210552352,10.0.0.3,10.0.0.16,UDP,1042,54391 → 43355 Len=1000
143,610,0.211511515,10.0.0.2,10.0.0.19,UDP,1042,60665 → 43355 Len=1000
144,616,0.211825772,10.0.0.5,10.0.0.19,UDP,1042,58352 → 43355 Len=1000
